timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-15T16:24:40,deepesd_pr_nz_training,8e407075-c29b-48b5-936e-c553823c610e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,41.95501355700253,0.00048208716960055785,1.149057356269391e-05,9.68260415529,30.105992712860996,20.0,0.00010118952322030048,0.0003643089025579978,0.00021022271948887566,0.0006757211452671739,0.0,India,IND,telangana,,,Linux-7.0.0-31-generic-x86_64-with-glibc2.39,3.12.3,3.2.9,24,Intel(R) Core(TM) Ultra 9 275HX,1,1 x NVIDIA GeForce RTX 5070 Laptop GPU,78.4583,17.3843,38.58344268798828,machine,3.154054054054054,32.810810810810814,46.56216216216216,16.480334410796296,N,1.0,0.0
2026-09-15T16:51:07,deepesd_pr_nz_training,34ce56d8-38f7-4af7-898e-d3867a18c4a1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,210.79688459300087,0.002841464407247637,1.347963188703588e-05,9.6235733003775,35.55091293240496,20.0,0.0005635862062134383,0.002248282909735999,0.0011708910663888875,0.003982760182338325,0.0,India,IND,telangana,,,Linux-7.0.0-31-generic-x86_64-with-glibc2.39,3.12.3,3.2.9,24,Intel(R) Core(TM) Ultra 9 275HX,1,1 x NVIDIA GeForce RTX 5070 Laptop GPU,78.4583,17.3843,38.58344268798828,machine,5.793333333333333,35.08095238095238,56.50047619047619,20.0362001873198,N,1.0,0.0
